qid, Len, Den, P31, P2561, P8260, P1071, P729
,"ST NICHOLAS","Ship built in Aberdeen in 1901",Q11446,"ST NICHOLAS",99687,Q36405,1901
,"ST NICHOLAS","Brigantine built in Aberdeen in 1834",Q11446,"ST NICHOLAS",99982,Q36405,1834
,"ST OLA","Passenger built in Aberdeen in 1951",Q11446,"ST OLA",100651,Q36405,1951
,"ST ROGNVALD","Passenger Cargo Vessel built in Aberdeen in 1955",Q11446,"ST ROGNVALD",101778,Q36405,1955
,"ST SUNNIVA","Steamer, Cargo & Passenger built in Aberdeen in 1931",Q11446,"ST SUNNIVA",101705,Q36405,1931
,"ST. CLAIR","Steamer, Passenger, Cargo, Ls built in Aberdeen in 1937",Q11446,"ST. CLAIR",101474,Q36405,1937
,"ST. CLEMENT","Steam Trawler built in Aberdeen in 1885",Q11446,"ST. CLEMENT",100915,Q36405,1885
,"ST. CLEMENT","Coaster built in Aberdeen in 1928",Q11446,"ST. CLEMENT",101432,Q36405,1928
,"ST. CLEMENT","Coaster built in Aberdeen in 1946",Q11446,"ST. CLEMENT",101517,Q36405,1946
,"ST. GILES","Steamer, Passenger, Cargo built in Aberdeen in 1892",Q11446,"ST. GILES",100948,Q36405,1892
,"ST. GILES","Steamer, Passenger, Cargo built in Aberdeen in 1903",Q11446,"ST. GILES",101077,Q36405,1903
,"ST. HELENA","Passenger Cargo built in Aberdeen in 1990",Q11446,"ST. HELENA",101715,Q36405,1990
,"ST. MAGNUS","Steamer, Passenger, Cargo built in Aberdeen in 1924",Q11446,"ST. MAGNUS",101420,Q36405,1924
,"ST. OLA","Steamer, Passenger, Cargo built in Aberdeen in 1892",Q11446,"ST. OLA",100946,Q36405,1892
,"ST. OLA","Ferry, Passenger Ro/Ro built in Aberdeen in 1974",Q11446,"ST. OLA",101676,Q36405,1974
,"ST. OLA (CONVERSION)","Ship built in Aberdeen in 1991",Q11446,"ST. OLA (CONVERSION)",101717,Q36405,1991
,"ST. ROGNVALD","Steamer, Passenger, Cargo, Ls built in Aberdeen in 1883",Q11446,"ST. ROGNVALD",100906,Q36405,1883
,"ST. ROGNVALD","Steamer, Passenger, Cargo, Ls built in Aberdeen in 1901",Q11446,"ST. ROGNVALD",101049,Q36405,1901
,"ST. SUNNIVA","Steamer, Passenger, Cargo built in Aberdeen in 1887",Q11446,"ST. SUNNIVA",100919,Q36405,1887
,"ST. SUNNIVA (CONVERSION)","Ferry built in Aberdeen in 1987",Q11446,"ST. SUNNIVA (CONVERSION)",101714,Q36405,1987
,"STANECHAKKER","Tug, Firefighting built in Aberdeen in 1978",Q11446,"STANECHAKKER",101687,Q36405,1978
,"STAR","Schooner built in Aberdeen in 1840",Q11446,"STAR",99330,Q36405,1840
,"STAR","Hermaphrodite built in Aberdeen in 1831",Q11446,"STAR",99476,Q36405,1831
,"STAR","Brigantine built in Aberdeen in 1818",Q11446,"STAR",100781,Q36405,1818
,"STAR","Sloop built in Aberdeen in 1794",Q11446,"STAR",182707,Q36405,1794
,"STAR","Brig built in Aberdeen in 1807",Q11446,"STAR",182708,Q36405,1807
,"STAR OF AFRICA","Barque built in Aberdeen in 1876",Q11446,"STAR OF AFRICA",99606,Q36405,1876
,"STAR OF BETHLEHEM","Steam Drifter built in Aberdeen in 1908",Q11446,"STAR OF BETHLEHEM",101170,Q36405,1908
,"STAR OF BRITAIN","Ship built in Aberdeen in 1908",Q11446,"STAR OF BRITAIN",99791,Q36405,1908
,"STAR OF CHINA","Ship built in Aberdeen in 1862",Q11446,"STAR OF CHINA",100147,Q36405,1862
,"STAR OF FREEDOM","Ship built in Aberdeen in 1907",Q11446,"STAR OF FREEDOM",99767,Q36405,1907
,"STAR OF FREEDOM","Steam Trawler built in Aberdeen in 1911",Q11446,"STAR OF FREEDOM",101207,Q36405,1911
,"STAR OF HOPE","Trawler built in Aberdeen in 1896",Q11446,"STAR OF HOPE",100283,Q36405,1896
,"STAR OF LATHALLAN","Trawler built in Aberdeen in 1957",Q11446,"STAR OF LATHALLAN",99245,Q36405,1957
,"STAR OF LIBERTY","Trawler built in Aberdeen in 1906",Q11446,"STAR OF LIBERTY",99752,Q36405,1906
,"STAR OF ORKNEY","Steam Trawler built in Aberdeen in 1936",Q11446,"STAR OF ORKNEY",101473,Q36405,1936
,"STAR OF PEACE","Clipper built in Aberdeen in 1855",Q11446,"STAR OF PEACE",99375,Q36405,1855
,"STAR OF PEACE","Trawler built in Aberdeen in 1900",Q11446,"STAR OF PEACE",100304,Q36405,1900
,"STAR OF PEACE","Steam Trawler built in Aberdeen in 1915",Q11446,"STAR OF PEACE",101300,Q36405,1915
,"STAR OF SCOTLAND","Trawler built in Aberdeen in 1947",Q11446,"STAR OF SCOTLAND",101525,Q36405,1947
,"STAR OF SCOTLAND","Trawler built in Aberdeen in 1960",Q11446,"STAR OF SCOTLAND",101604,Q36405,1960
,"STAR OF TASMANIA","Ship built in Aberdeen in 1856",Q11446,"STAR OF TASMANIA",100123,Q36405,1856
,"STAR OF THE EAST","Trawler built in Aberdeen in 1901",Q11446,"STAR OF THE EAST",100307,Q36405,1901
,"STAR OF THE EAST","Steam Trawler built in Aberdeen in 1912",Q11446,"STAR OF THE EAST",101230,Q36405,1912
,"STAR OF THE EMPIRE","Steam Trawler built in Aberdeen in 1912",Q11446,"STAR OF THE EMPIRE",101245,Q36405,1912
,"STAR OF THE ISLES","Trawler built in Aberdeen in 1902",Q11446,"STAR OF THE ISLES",100317,Q36405,1902
,"STAR OF THE ISLES","Steam Trawler built in Aberdeen in 1912",Q11446,"STAR OF THE ISLES",101229,Q36405,1912
,"STAR OF THE ISLES","Trawler built in Aberdeen in 1960",Q11446,"STAR OF THE ISLES",101603,Q36405,1960
,"STAR OF THE NORTH","Steam Trawler built in Aberdeen in 1903",Q11446,"STAR OF THE NORTH",101069,Q36405,1903
,"STAR OF THE OCEAN","Steam Trawler built in Aberdeen in 1903",Q11446,"STAR OF THE OCEAN",101083,Q36405,1903
,"STAR OF THE SEA","Trawler built in Aberdeen in 1902",Q11446,"STAR OF THE SEA",100314,Q36405,1902
,"STAR OF THE SOUTH","Steam Trawler built in Aberdeen in 1903",Q11446,"STAR OF THE SOUTH",101070,Q36405,1903
,"STAR OF THE SOUTH","Steam Trawler built in Aberdeen in 1942",Q11446,"STAR OF THE SOUTH",152984,Q36405,1942
,"STAR OF THE WAVE","Trawler built in Aberdeen in 1904",Q11446,"STAR OF THE WAVE",100326,Q36405,1904
,"STAR OF THE WEST","Trawler built in Aberdeen in 1902",Q11446,"STAR OF THE WEST",100315,Q36405,1902
,"STAR OF VICTORIA","Barque built in Aberdeen in 1862",Q11446,"STAR OF VICTORIA",101814,Q36405,1862
,"STAR VI","Steam Whaler built in Aberdeen in 1948",Q11446,"STAR VI",101536,Q36405,1948
,"STAR VII","Steam Whaler built in Aberdeen in 1948",Q11446,"STAR VII",101537,Q36405,1948
,"STARLING","Patrol Craft built in Aberdeen in 1984",Q11446,"STARLING",101701,Q36405,1984
,"STARWOOD","Trawler built in Aberdeen in 1980",Q11446,"STARWOOD",136466,Q36405,1980
,"STEEPHOLM","Anti-Submarine & Minesweeper Trawler built in Aberdeen in 1943",Q11446,"STEEPHOLM",99153,Q36405,1943
,"STEVIA","Steam Trawler built in Aberdeen in 1948",Q11446,"STEVIA",101534,Q36405,1948
,"STEVIA","Freezer Stern Trawler built in Aberdeen in 1973",Q11446,"STEVIA",101672,Q36405,1973
,"STEWART BOYLE","Trawler built in Aberdeen in 1911",Q11446,"STEWART BOYLE",100391,Q36405,1911
,"STOCKHAM","Trawler built in Aberdeen in 1949",Q11446,"STOCKHAM",99192,Q36405,1949
,"STONEHAVEN","Brig built in Aberdeen in 1796",Q11446,"STONEHAVEN",152947,Q36405,1796
,"STRANGER","Brigantine built in Aberdeen in 1816",Q11446,"STRANGER",99422,Q36405,1816
,"STRATHAFTON","Steam Trawler built in Aberdeen in 1913",Q11446,"STRATHAFTON",101249,Q36405,1913
,"STRATHAIRLIE","Steam Trawler built in Aberdeen in 1905",Q11446,"STRATHAIRLIE",101101,Q36405,1905
,"STRATHALBYN","Steam Trawler built in Aberdeen in 1929",Q11446,"STRATHALBYN",101438,Q36405,1929
,"STRATHALFORD","Steam Trawler built in Aberdeen in 1929",Q11446,"STRATHALFORD",101439,Q36405,1929
,"STRATHALLADALE","Steam Trawler built in Aberdeen in 1907",Q11446,"STRATHALLADALE",101159,Q36405,1907
,"STRATHALLAN","Trawler built in Aberdeen in 1900",Q11446,"STRATHALLAN",101773,Q36405,1900
,"STRATHALMOND","Steam Trawler built in Aberdeen in 1910",Q11446,"STRATHALMOND",101190,Q36405,1910
,"STRATHALVA","Steam Trawler built in Aberdeen in 1917",Q11446,"STRATHALVA",101322,Q36405,1917
,"STRATHAVON","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHAVON",101120,Q36405,1906
,"STRATHBEG","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHBEG",101115,Q36405,1906
,"STRATHBLAIR","Steam Trawler built in Aberdeen in 1930",Q11446,"STRATHBLAIR",101451,Q36405,1930
,"STRATHBLANE","Steam Trawler built in Aberdeen in 1901",Q11446,"STRATHBLANE",101051,Q36405,1901
,"STRATHBOGIE","Schooner built in Aberdeen in 1843",Q11446,"STRATHBOGIE",100062,Q36405,1843
,"STRATHBORVE","Steam Trawler built in Aberdeen in 1930",Q11446,"STRATHBORVE",101452,Q36405,1930
,"STRATHBRAN","Steam Trawler built in Aberdeen in 1899",Q11446,"STRATHBRAN",101025,Q36405,1899
,"STRATHBRAN","Steam Trawler built in Aberdeen in 1915",Q11446,"STRATHBRAN",101301,Q36405,1915
,"STRATHCARRON","Steam Trawler built in Aberdeen in 1903",Q11446,"STRATHCARRON",101081,Q36405,1903
,"STRATHCARRON","Steam Trawler built in Aberdeen in 1913",Q11446,"STRATHCARRON",101250,Q36405,1913
,"STRATHCLOVA","Trawler built in Aberdeen in 1973",Q11446,"STRATHCLOVA",102126,Q36405,1973
,"STRATHCLUNIE","Steam Trawler built in Aberdeen in 1913",Q11446,"STRATHCLUNIE",101252,Q36405,1913
,"STRATHCLYDE","Steam Trawler built in Aberdeen in 1901",Q11446,"STRATHCLYDE",101047,Q36405,1901
,"STRATHCOE","Steam Trawler built in Aberdeen in 1916",Q11446,"STRATHCOE",101319,Q36405,1916
,"STRATHCONA","Steam Trawler built in Aberdeen in 1900",Q11446,"STRATHCONA",101032,Q36405,1900
,"STRATHDEE","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHDEE",101108,Q36405,1906
,"STRATHDERRY","Steam Trawler built in Aberdeen in 1911",Q11446,"STRATHDERRY",101212,Q36405,1911
,"STRATHDEVON","Steam Trawler built in Aberdeen in 1915",Q11446,"STRATHDEVON",101302,Q36405,1915
,"STRATHDON","Trawler built in Aberdeen in 1958",Q11446,"STRATHDON",99250,Q36405,1958
,"STRATHDON","Ship built in Aberdeen in 1860",Q11446,"STRATHDON",99384,Q36405,1860
,"STRATHDON","Steam Trawler built in Aberdeen in 1891",Q11446,"STRATHDON",100942,Q36405,1891
,"STRATHEARN","Steam Trawler built in Aberdeen in 1898",Q11446,"STRATHEARN",101012,Q36405,1898
,"STRATHEBRIE","Steam Trawler built in Aberdeen in 1914",Q11446,"STRATHEBRIE",101269,Q36405,1914
,"STRATHEDEN","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHEDEN",101124,Q36405,1906
,"STRATHELLA","Steam Trawler built in Aberdeen in 1913",Q11446,"STRATHELLA",101257,Q36405,1913
,"STRATHELLIOT","Steam Trawler built in Aberdeen in 1915",Q11446,"STRATHELLIOT",101291,Q36405,1915
,"STRATHELLIOT","Trawler built in Aberdeen in 1968",Q11446,"STRATHELLIOT",101731,Q36405,1968
,"STRATHERRICK","Steam Trawler built in Aberdeen in 1898",Q11446,"STRATHERRICK",101013,Q36405,1898
,"STRATHERRICK","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHERRICK",101125,Q36405,1906
,"STRATHFILLAN","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHFILLAN",101107,Q36405,1906
,"STRATHFINELLA","Steam Trawler built in Aberdeen in 1911",Q11446,"STRATHFINELLA",101203,Q36405,1911
,"STRATHGAIRN","Steam Trawler built in Aberdeen in 1915",Q11446,"STRATHGAIRN",101292,Q36405,1915
,"STRATHGARRY","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHGARRY",101121,Q36405,1906
,"STRATHGARRY","Steam Trawler built in Aberdeen in 1924",Q11446,"STRATHGARRY",101422,Q36405,1924
,"STRATHGELDIE","Steam Trawler built in Aberdeen in 1911",Q11446,"STRATHGELDIE",101213,Q36405,1911
,"STRATHGYLE","Steam Trawler built in Aberdeen in 1928",Q11446,"STRATHGYLE",101433,Q36405,1928
,"STRATHISLA","Steam Trawler built in Aberdeen in 1894",Q11446,"STRATHISLA",100978,Q36405,1894
,"STRATHISLA","Steam Trawler built in Aberdeen in 1905",Q11446,"STRATHISLA",101100,Q36405,1905
,"STRATHLAR","Steam Trawler built in Aberdeen in 1917",Q11446,"STRATHLAR",152918,Q36405,1917
,"STRATHLEE","Steam Trawler built in Aberdeen in 1917",Q11446,"STRATHLEE",101321,Q36405,1917
,"STRATHLETHEN","Steam Trawler built in Aberdeen in 1911",Q11446,"STRATHLETHEN",101202,Q36405,1911
,"STRATHLEVEN","Steam Trawler built in Aberdeen in 1901",Q11446,"STRATHLEVEN",101052,Q36405,1901
,"STRATHLEVEN","Steam Trawler built in Aberdeen in 1924",Q11446,"STRATHLEVEN",101423,Q36405,1924
,"STRATHLOCHY","Steam Trawler built in Aberdeen in 1916",Q11446,"STRATHLOCHY",101303,Q36405,1916
,"STRATHLOSSIE","Steam Trawler built in Aberdeen in 1910",Q11446,"STRATHLOSSIE",101189,Q36405,1910
,"STRATHLUI","Steam Trawler built in Aberdeen in 1907",Q11446,"STRATHLUI",101158,Q36405,1907
,"STRATHLYON","Steam Trawler built in Aberdeen in 1928",Q11446,"STRATHLYON",101434,Q36405,1928
,"STRATHMAREE","Steam Trawler built in Aberdeen in 1914",Q11446,"STRATHMAREE",101267,Q36405,1914
,"STRATHMARTIN","Steam Trawler built in Aberdeen in 1903",Q11446,"STRATHMARTIN",101080,Q36405,1903
,"STRATHMARTIN","Trawler built in Aberdeen in 1914",Q11446,"STRATHMARTIN",101266,Q36405,1914
,"STRATHMORAY","Steam Trawler built in Aberdeen in 1912",Q11446,"STRATHMORAY",101237,Q36405,1912
,"STRATHMORE","Steam Trawler built in Aberdeen in 1899",Q11446,"STRATHMORE",101024,Q36405,1899
,"STRATHNAVER","Ship built in Aberdeen in 1865",Q11446,"STRATHNAVER",99576,Q36405,1865
,"STRATHNETHY","Steam Trawler built in Aberdeen in 1913",Q11446,"STRATHNETHY",101251,Q36405,1913
,"STRATHORD","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHORD",101105,Q36405,1906
,"STRATHRANNOCH","Steam Trawler built in Aberdeen in 1917",Q11446,"STRATHRANNOCH",101320,Q36405,1917
,"STRATHSPEY","Steam Trawler built in Aberdeen in 1894",Q11446,"STRATHSPEY",100976,Q36405,1894
,"STRATHSPEY","Steam Trawler built in Aberdeen in 1906",Q11446,"STRATHSPEY",101116,Q36405,1906
,"STRATHTAY","Steam Trawler built in Aberdeen in 1891",Q11446,"STRATHTAY",100943,Q36405,1891
,"STRATHTAY","Steam Trawler built in Aberdeen in 1901",Q11446,"STRATHTAY",101045,Q36405,1901
,"STRATHTUMMEL","Steam Trawler built in Aberdeen in 1911",Q11446,"STRATHTUMMEL",101216,Q36405,1911
,"STRATHUGIE","Steam Trawler built in Aberdeen in 1914",Q11446,"STRATHUGIE",101268,Q36405,1914
,"STRATHURIE","Steam Trawler built in Aberdeen in 1911",Q11446,"STRATHURIE",101217,Q36405,1911
,"STRATHYRE","Steam Trawler built in Aberdeen in 1905",Q11446,"STRATHYRE",101103,Q36405,1905
,"STRIVER","Ship built in Aberdeen in 1919",Q11446,"STRIVER",99906,Q36405,1919
,"STROMA","Trawler, Mine-Sweeper built in Aberdeen in 1942",Q11446,"STROMA",101492,Q36405,1942
,"STROWAN","Sloop built in Aberdeen in 1799",Q11446,"STROWAN",182709,Q36405,1799
,"STRUGGLER","Schooner built in Aberdeen in 1827",Q11446,"STRUGGLER",99465,Q36405,1827
,"SUBLIME","Steam Herring Drifter built in Aberdeen in 1903",Q11446,"SUBLIME",99707,Q36405,1903
,"SUCCESS","Brigantine built in Aberdeen in 1818",Q11446,"SUCCESS",99429,Q36405,1818
,"SUCCESS","Ship built in Aberdeen in 1904",Q11446,"SUCCESS",99710,Q36405,1904
,"SUCCESSION","Trawler built in Aberdeen in 1916",Q11446,"SUCCESSION",100442,Q36405,1916
,"SUD","Cargo built in Aberdeen in 1883",Q11446,"SUD",99615,Q36405,1883
,"SUGAR CARRIER","Vessel, Cargo built in Aberdeen in 1959",Q11446,"SUGAR CARRIER",101588,Q36405,1959
,"SUGAR EXPORTER","Bulk Sugar Carrier built in Aberdeen in 1955",Q11446,"SUGAR EXPORTER",101707,Q36405,1955
,"SUGAR IMPORTER","Bulk Sugar Carrier built in Aberdeen in 1955",Q11446,"SUGAR IMPORTER",101567,Q36405,1955
,"SUGAR PRODUCER","Vessel, Cargo built in Aberdeen in 1957",Q11446,"SUGAR PRODUCER",101575,Q36405,1957
,"SUGAR REFINER","Vessel, Cargo built in Aberdeen in 1958",Q11446,"SUGAR REFINER",101583,Q36405,1958
,"SUGAR TRANSPORTER","Vessel, Cargo built in Aberdeen in 1957",Q11446,"SUGAR TRANSPORTER",101576,Q36405,1957
,"SUMMERLEE","Trawler built in Aberdeen in 1956",Q11446,"SUMMERLEE",99219,Q36405,1956
,"SUN XVI","Tug built in Aberdeen in 1946",Q11446,"SUN XVI",100630,Q36405,1946
,"SUN XVII","Tug built in Aberdeen in 1946",Q11446,"SUN XVII",100631,Q36405,1946
,"SUNBEAM","Trawler built in Aberdeen in 1892",Q11446,"SUNBEAM",99626,Q36405,1892
,"SUNBURST","Drifter built in Aberdeen in 1918",Q11446,"SUNBURST",99045,Q36405,1918
,"SUNDARI","Trawler built in Aberdeen in 1972",Q11446,"SUNDARI",101747,Q36405,1972
,"SUNDEW","Corvette built in Aberdeen in 1941",Q11446,"SUNDEW",99134,Q36405,1941
,"SUNDOWN","Drifter built in Aberdeen in 1918",Q11446,"SUNDOWN",100479,Q36405,1918
,"SUNLIGHT","Trawler built in Aberdeen in 1894",Q11446,"SUNLIGHT",99628,Q36405,1894
,"SUNRAY","Trawler built in Aberdeen in 1892",Q11446,"SUNRAY",99627,Q36405,1892
,"SUNRISE","Trawler built in Aberdeen in 1891",Q11446,"SUNRISE",99625,Q36405,1891
,"SUNSHINE","Trawler built in Aberdeen in 1900",Q11446,"SUNSHINE",99675,Q36405,1900
,"SUNSHINE","Ship built in Aberdeen in 1855",Q11446,"SUNSHINE",100118,Q36405,1855
,"SUPERB","Sloop built in Aberdeen in 1819",Q11446,"SUPERB",99439,Q36405,1819
,"SUPERMAN","Steam Tug built in Aberdeen in 1954",Q11446,"SUPERMAN",100660,Q36405,1954
,"SUPPLY","Brigantine built in Aberdeen in 1836",Q11446,"SUPPLY",100703,Q36405,1836
,"SUPPLY","Brig built in Aberdeen in 1803",Q11446,"SUPPLY",135658,Q36405,1803
,"SUPPORT","Ship built in Aberdeen in 1907",Q11446,"SUPPORT",99765,Q36405,1907
,"SUPREME","Trawler built in Aberdeen in 1976",Q11446,"SUPREME",101767,Q36405,1976
,"SUPREME","Seiner built in Aberdeen in 1983",Q11446,"SUPREME",101816,Q36405,1983
,"SURBITON","Coaster built in Aberdeen in 1926",Q11446,"SURBITON",99080,Q36405,1926
,"SURMOUNT","Drifter built in Aberdeen in 1912",Q11446,"SURMOUNT",100399,Q36405,1912
,"SURPRISE","Trawler built in Aberdeen in 1947",Q11446,"SURPRISE",99182,Q36405,1947
,"SVALBAKUR","Trawler built in Aberdeen in 1949",Q11446,"SVALBAKUR",100644,Q36405,1949
,"SWAABIE","Tug, Firefighting built in Aberdeen in 1978",Q11446,"SWAABIE",101688,Q36405,1978
,"SWALLOW","Steam Trawler built in Aberdeen in 1906",Q11446,"SWALLOW",101110,Q36405,1906
,"SWALLOW","Patrol Craft built in Aberdeen in 1984",Q11446,"SWALLOW",101702,Q36405,1984
,"SWAN","Ship built in Aberdeen in 1775",Q11446,"SWAN",152159,Q36405,1775
,"SWAN","Ship built in Aberdeen in 1799",Q11446,"SWAN",152181,Q36405,1799
,"SWEET HOME","Brig built in Aberdeen in 1839",Q11446,"SWEET HOME",99506,Q36405,1839
,"SWIFT","Schooner built in Aberdeen in 1822",Q11446,"SWIFT",99448,Q36405,1822
,"SWIFT","Schooner built in Aberdeen in 1843",Q11446,"SWIFT",100060,Q36405,1843
,"SWIFT","Steam Drifter built in Aberdeen in 1907",Q11446,"SWIFT",101144,Q36405,1907
,"SWIFT","Patrol Craft built in Aberdeen in 1985",Q11446,"SWIFT",101703,Q36405,1985
,"SWIFT","Sloop built in Aberdeen in 1778",Q11446,"SWIFT",101812,Q36405,1778
,"SWIFTWING","Drifter built in Aberdeen in 1912",Q11446,"SWIFTWING",99839,Q36405,1912
,"SWIN","Salvage Vessel built in Aberdeen in 1944",Q11446,"SWIN",100613,Q36405,1944
,"SYLVANUS","Brigantine built in Aberdeen in 1830",Q11446,"SYLVANUS",99475,Q36405,1830
,"T H TILLY","Pilot built in Aberdeen in 1925",Q11446,"T H TILLY",99916,Q36405,1925
,"TAFAWA BALEWA","Collier built in Aberdeen in 1959",Q11446,"TAFAWA BALEWA",101587,Q36405,1959
,"TAI WAN","Steamer built in Aberdeen in 1866",Q11446,"TAI WAN",100170,Q36405,1866
,"TAIWAN","Screw Steamer built in Aberdeen in 1866",Q11446,"TAIWAN",112722,Q36405,1866
,"TAMNAMORE","Coaster built in Aberdeen in 1925",Q11446,"TAMNAMORE",99060,Q36405,1925
,"TARANAKI","Ship built in Aberdeen in 1912",Q11446,"TARANAKI",99830,Q36405,1912
,"TARANSAY","Motor Yacht built in Aberdeen in 1930",Q11446,"TARANSAY",101442,Q36405,1930
,"TARNWATER","Coaster built in Aberdeen in 1919",Q11446,"TARNWATER",99051,Q36405,1919
,"TARTAR","Brigantine built in Aberdeen in 1840",Q11446,"TARTAR",100026,Q36405,1840
,"TARTAR","Trawler built in Aberdeen in 1904",Q11446,"TARTAR",100327,Q36405,1904
,"TAURUS","Clipper built in Aberdeen in 1841",Q11446,"TAURUS",99334,Q36405,1841
,"TA'WERA","Schooner built in Aberdeen in 1860",Q11446,"TA'WERA",99563,Q36405,1860
,"TAY","Sloop built in Aberdeen in 1798",Q11446,"TAY",152203,Q36405,1798
,"TAYRA","Screw Tug built in Aberdeen in 1926",Q11446,"TAYRA",100518,Q36405,1926
,"TEES","Frigate built in Aberdeen in 1943",Q11446,"TEES",101501,Q36405,1943
,"TELEPHONE","Cargo built in Aberdeen in 1878",Q11446,"TELEPHONE",99608,Q36405,1878
,"TELESCOPE","Ship built in Aberdeen in 1826",Q11446,"TELESCOPE",135926,Q36405,1826
,"TENTO","Trawler built in Aberdeen in 1899",Q11446,"TENTO",100298,Q36405,1899
,"TERRIER","Steam Trawler built in Aberdeen in 1905",Q11446,"TERRIER",101097,Q36405,1905
,"TEST","Frigate built in Aberdeen in 1942",Q11446,"TEST",101495,Q36405,1942
,"TEVIOT","Frigate built in Aberdeen in 1943",Q11446,"TEVIOT",101496,Q36405,1943
,"THAINSTON","Brig built in Aberdeen in 1827",Q11446,"THAINSTON",135925,Q36405,1827
,"THAIS","Trawler built in Aberdeen in 1911",Q11446,"THAIS",99815,Q36405,1911
,"THALES","Screw Steamer built in Aberdeen in 1873",Q11446,"THALES",100862,Q36405,1873
,"THAMES","Schooner built in Aberdeen in 1847",Q11446,"THAMES",99538,Q36405,1847
,"THAMESHAVEN","Vessel, Cargo built in Aberdeen in 1971",Q11446,"THAMESHAVEN",101663,Q36405,1971
,"THAMESMAN","Tug built in Aberdeen in 1926",Q11446,"THAMESMAN",100517,Q36405,1926
,"THANE OF FIFE","Sloop built in Aberdeen in 1821",Q11446,"THANE OF FIFE",99956,Q36405,1821
,"THE BRAE","Steam Drifter built in Aberdeen in 1908",Q11446,"THE BRAE",101169,Q36405,1908
,"THE BRUCE","Brigantine built in Aberdeen in 1820",Q11446,"THE BRUCE",99947,Q36405,1820
,"THE FOREMOST","Dredger built in Aberdeen in 1929",Q11446,"THE FOREMOST",100526,Q36405,1929
,"THE OAK","Schooner built in Aberdeen in 1857",Q11446,"THE OAK",100129,Q36405,1857
,"THE QUEEN","Ship built in Aberdeen in 1844",Q11446,"THE QUEEN",100066,Q36405,1844
,"THEOPHILUS","Brigantine built in Aberdeen in 1818",Q11446,"THEOPHILUS",100679,Q36405,1818
,"THERESA BOYLE","Steam Trawler built in Aberdeen in 1915",Q11446,"THERESA BOYLE",101297,Q36405,1915
,"THERMOPYLAE","Steamer built in Aberdeen in 1891",Q11446,"THERMOPYLAE",100939,Q36405,1891
,"THETIS","Smack built in Aberdeen in 1826",Q11446,"THETIS",100749,Q36405,1826
,"THETIS","Brig built in Aberdeen in 1766",Q11446,"THETIS",182710,Q36405,1766
,"THEWAY","Trawler built in Aberdeen in 1931",Q11446,"THEWAY",99098,Q36405,1931
,"THISTLE","Brigantine built in Aberdeen in 1818",Q11446,"THISTLE",99433,Q36405,1818
,"THISTLE","Trawler built in Aberdeen in 1904",Q11446,"THISTLE",100329,Q36405,1904
,"THOMAS ADAM","Steamer, Cargo built in Aberdeen in 1870",Q11446,"THOMAS ADAM",100848,Q36405,1870
,"THOMAS ANSELL","Trawler built in Aberdeen in 1917",Q11446,"THOMAS ANSELL",99885,Q36405,1917
,"THOMAS ARBUTHNOT","Ship built in Aberdeen in 1841",Q11446,"THOMAS ARBUTHNOT",100034,Q36405,1841
,"THOMAS BARCLAY","Steam Trawler built in Aberdeen in 1918",Q11446,"THOMAS BARCLAY",101385,Q36405,1918
,"THOMAS BILLINCOLE","Steam Trawler built in Aberdeen in 1919",Q11446,"THOMAS BILLINCOLE",101405,Q36405,1919
